bin_centers,bin_edges_left,bin_edges_right,hist_mc,hist_ml
0.9406060606060606,0.94,0.9412121212121212,0.0008250008250008196,0.0
0.9418181818181818,0.9412121212121212,0.9424242424242424,0.0,0.0
0.943030303030303,0.9424242424242424,0.9436363636363636,0.0,0.0
0.9442424242424242,0.9436363636363636,0.9448484848484848,0.0016500016500016392,0.0
0.9454545454545454,0.9448484848484848,0.946060606060606,0.0024750024750024593,0.0008250420771459291
0.9466666666666667,0.946060606060606,0.9472727272727273,0.0,0.0033001683085837163
0.9478787878787879,0.9472727272727273,0.9484848484848485,0.0016500016500016392,0.0016500841542918582
0.9490909090909091,0.9484848484848485,0.9496969696969697,0.0033000033000032784,0.0033001683085837163
0.9503030303030302,0.9496969696969697,0.9509090909090908,0.004125004125004476,0.0016500841542920093
0.9515151515151514,0.9509090909090908,0.952121212121212,0.006600006600006557,0.007425378694313362
0.9527272727272726,0.952121212121212,0.9533333333333333,0.0074250074250073765,0.004950252462875575
0.9539393939393939,0.9533333333333333,0.9545454545454545,0.023925023925023773,0.014850757388626724
0.9551515151515151,0.9545454545454545,0.9557575757575757,0.02805002805002787,0.011550589080043007
0.9563636363636363,0.9557575757575757,0.9569696969696969,0.0379500379500377,0.02805143062296159
0.9575757575757575,0.9569696969696969,0.9581818181818181,0.05940005940005901,0.047027398397317954
0.9587878787878787,0.9581818181818181,0.9593939393939394,0.08662508662508607,0.06930353448025804
0.96,0.9593939393939394,0.9606060606060606,0.1262251262251254,0.08085412356030106
0.9612121212121212,0.9606060606060606,0.9618181818181818,0.14767514767514672,0.14190723726909982
0.9624242424242424,0.9618181818181818,0.963030303030303,0.22687522687522543,0.19718505643787704
0.9636363636363636,0.963030303030303,0.9642424242424242,0.3291753291753271,0.27721413792103217
0.9648484848484848,0.9642424242424242,0.9654545454545455,0.4380754380754353,0.4116959964958186
0.9660606060606061,0.9654545454545455,0.9666666666666667,0.5824505824505787,0.524726761064811
0.9672727272727273,0.9666666666666667,0.9678787878787879,0.8134508134508082,0.7268620699655636
0.9684848484848485,0.9678787878787879,0.9690909090909091,1.061776061776055,0.9818000718036557
0.9696969696969697,0.9690909090909091,0.9703030303030302,1.4000264000265192,1.381120437142412
0.9709090909090908,0.9703030303030302,0.9715151515151514,1.9090519090518967,1.955349722835852
0.972121212121212,0.9715151515151514,0.9727272727272727,2.422202422202407,2.3794213504888595
0.9733333333333333,0.9727272727272727,0.9739393939393939,3.4014784014783794,3.256441078494982
0.9745454545454545,0.9739393939393939,0.9751515151515151,4.210804210804183,4.2737179596159125
0.9757575757575757,0.9751515151515151,0.9763636363636363,5.613305613305577,5.568208978657876
0.9769696969696969,0.9763636363636363,0.9775757575757575,7.371382371382324,7.134963883157996
0.9781818181818182,0.9775757575757575,0.9787878787878788,9.406659406659346,9.187668571097067
0.9793939393939394,0.9787878787878788,0.98,12.092862092862015,11.87648070051565
0.9806060606060606,0.98,0.9812121212121212,15.927465927465825,15.533892228503554
0.9818181818181818,0.9812121212121212,0.9824242424242424,20.10774510774498,19.97261860354865
0.983030303030303,0.9824242424242424,0.9836363636363636,25.90667590667574,25.292489916985602
0.9842424242424243,0.9836363636363636,0.9848484848484849,31.960531960531757,31.670065173323636
0.9854545454545455,0.9848484848484849,0.9860606060606061,39.03161403161378,38.54514080218067
0.9866666666666667,0.9860606060606061,0.9872727272727273,45.22077022076993,45.371538948486084
0.9878787878787879,0.9872727272727273,0.9884848484848485,50.78457578457546,51.317617198476796
0.9890909090909091,0.9884848484848485,0.9896969696969697,54.311454311453964,54.852922499047104
0.9903030303030302,0.9896969696969697,0.9909090909090909,55.50605550606023,56.29674613405763
0.9915151515151515,0.9909090909090909,0.9921212121212121,55.544830544830184,55.289369757857294
0.9927272727272727,0.9921212121212121,0.9933333333333333,52.886677886677546,53.77294242006308
0.9939393939393939,0.9933333333333333,0.9945454545454545,50.460350460350135,50.372118978067554
0.9951515151515151,0.9945454545454545,0.9957575757575757,45.95997095997066,45.95484369702825
0.9963636363636363,0.9957575757575757,0.996969696969697,40.985215985215724,41.20837662720772
0.9975757575757576,0.996969696969697,0.9981818181818182,35.60538560538537,35.68224479448429
0.9987878787878788,0.9981818181818182,0.9993939393939394,30.393855393855198,30.797170655703244
1.0,0.9993939393939394,1.0006060606060605,25.70207570207789,25.937672821316095
1.001212121212121,1.0006060606060605,1.0018181818181817,21.36009636009622,21.20688155095896
1.0024242424242424,1.0018181818181817,1.003030303030303,17.23179223179212,17.53709439181387
1.0036363636363634,1.003030303030303,1.0042424242424242,13.75936375936367,13.681672765310942
1.0048484848484849,1.0042424242424242,1.0054545454545454,10.725835725835656,10.844353062006093
1.0060606060606059,1.0054545454545454,1.0066666666666666,8.299508299508247,8.487207847600173
1.0072727272727273,1.0066666666666666,1.0078787878787878,6.51173151173147,6.392426013726659
1.0084848484848483,1.0078787878787878,1.009090909090909,4.799854799854769,4.942002042104115
1.0096969696969698,1.009090909090909,1.0103030303030303,3.7182787182786945,3.517979416950242
1.0109090909090908,1.0103030303030303,1.0115151515151515,2.7934527934527753,2.7259390228901497
1.0121212121212122,1.0115151515151515,1.0127272727272727,2.0979770979770844,1.9371987971386415
